CustomerNumber,StoreNumber,CustomerName,Address,City,State,ZipCode,SalesmanNumber,CustomerYTDSales,CustomerStartDate,Customer_Corporate_master,StatusCode,Call_Route_1,Call_Seq_1,Call_Route_2,Call_Seq_2,Call_Route_3,Call_Seq_3,Call_Route_4,Call_Seq_4,Call_Route_5,Call_Seq_5,Call_Route_6,Call_Seq_6,Call_Route_7,Call_Seq_7,Del_Route_1,Del_Seq_1,Del_Route_2,Del_Seq_2,Del_Route_3,Del_Seq_3,Del_Route_4,Del_Seq_4,Del_Route_5,Del_Seq_5,Del_Route_6,Del_Seq_6,Del_Route_7,Del_Seq_7,TaxCode,TermsCode,CreditLimit,CigaretteTaxNumber,StateTaxID,Areacode,PhoneNumber,SalesGroup,AuthorizedItemCode
967000,2958,FRED'S #2958                       ,1567 N CHEROKEE RD            ,SOCIAL CIRCLE                 ,GA,30025,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,31667             ,                  ,0,4640103,      ,Y
967018,1518,FRED'S #1518                       ,156 WILFORD ASH SR PKWY       ,CLEVELAND                     ,GA,30528,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,31666             ,                  ,0,2191969,      ,Y
967034,7215,CVS #7215             AA           ,4736 EASTERN VALLEY RD        ,MCCALLA                       ,AL,35022,80,0,11/18/2010,700,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28111,03 ,0,                  ,                  ,0,4778049,      , 
967059,0,RACEWAY #6822 - TRUSSVILLE         ,1435 GADSDEN HIGHWAY          ,BIRMINGHAM                    ,AL,35235,60,0,11/18/2010,967059,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28231,03 ,0,                  ,3700-41044        ,0,6558751,      , 
967174,0,72 HWY QUICK STOP LLC              ,1003 HWY 72                   ,KILLEN                        ,AL,35645,10,13628.91,11/18/2010,967174,A,      ,0,      ,0,S310  ,140,      ,0,      ,0,      ,0,      ,0,      ,0,213   ,20,      ,0,      ,0,      ,0,      ,0,      ,0,A31327,03 ,0,                  ,SLS-R009244276    ,0,7576690,MANSOO, 
967190,0,CAHABA VALLEY SHELL - S&H BUSINESS ,1571 CAHABA VALLEY ROAD       ,PELHAM                        ,AL,35124,15,18119.3,11/18/2010,100,A,S115  ,10,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,331   ,15,      ,0,      ,0,      ,0,      ,0,A37189,37 ,0,                  ,SLS-R008156336    ,0,4449422,      , 
967216,0,SAMPLE ACCOUNT                     ,100 AIRVIEW LANE              ,ALABASTER                     ,AL,35007,60,1082.18,11/18/2010,967216,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A00000,03 ,0,                  ,                  ,0,0,      , 
967265,0,DODGE CITY SHELL                   ,233 HWY 69 SO EXIT 299        ,HANCEVILLE                    ,AL,35077,10,69959.4,11/18/2010,967265,A,      ,0,      ,0,      ,0,      ,0,S510  ,100,      ,0,      ,0,104   ,40,      ,0,      ,0,408   ,90,      ,0,      ,0,      ,0,A15000,E5 ,0,                  ,SLS-R007460714    ,0,2870548,      , 
967315,1523,FRED'S #1523                CLOSED ,2656 ATLANTA HWY SUITE B      ,ATHENS                        ,GA,30606,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,31948             ,                  ,0,3548220,      ,Y
967323,2138,FRED'S #2138            UPS        ,1535 OHIO AVE S               ,LIVE OAK                      ,FL,32064,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,FSU404,03 ,0,TOB7100550        ,                  ,0,2191577,      ,Y
967349,0,ZRED'S #1548            CLOSED     ,1005 ALABAMA AVE S            ,BREMEN                        ,GA,30110,60,0,11/18/2010,967349,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,8245966,      , 
967422,0,FOOD MARKET #70                    ,3017 JACKSON HWY              ,SHEFFIELD                     ,AL,35660,78,0,11/18/2010,967422,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A14215,03 ,0,                  ,                  ,0,3140549,      , 
967448,0,RT 73 SIDE TRACK                   ,                              ,3 STORES FOLEY                ,AL,35007,73,0,11/18/2010,967448,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A10000,02 ,0,                  ,                  ,0,0,      , 
967455,0,#09 BALDWIN COUNTY ONLY            ,                              ,BALDWIN COUNTY                ,AL,35007,60,0,11/18/2010,967455,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A10000,02 ,0,                  ,                  ,0,0,      , 
967463,0,#08 MOBILE COUNTY ONLY             ,                              ,MOBILE COUNTY                 ,AL,35007,60,0,11/18/2010,967463,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A35000,02 ,0,                  ,                  ,0,0,      , 
967489,0,ZRED'S #1583            CLOSED     ,1265 MERCHANTS DR             ,DALLAS                        ,GA,30132,60,0,11/18/2010,967489,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,5056052,      , 
967497,1578,FRED'S #1578                CLOSED ,1636A SECOND AVE SW           ,CULLMAN                       ,AL,35055,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A15125,03 ,0,                  ,                  ,0,7753907,      ,Y
967513,0,NOODIES FIREWORKS INC.             ,761 HWY 31 SO                 ,SAGINAW                       ,AL,35007,60,0,11/18/2010,967513,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A37000,01 ,0,                  ,5800 11086        ,0,6632353,      , 
967554,0,RITE AID #0000                     ,SAMPLE INVOICE                ,KENTUCKY                      ,  ,35999,62,0,11/18/2010,967554,I,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,K00000,03 ,0,                  ,                  ,0,0,      , 
967570,0,FUEL CITY-JAZZ & JENN              ,701 DECATUR HWY               ,GARDENDALE                    ,AL,35071,35,52218.97,11/18/2010,100,A,      ,0,S235  ,140,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,310   ,60,      ,0,      ,0,      ,0,      ,0,A28150,03 ,0,                  ,SLS-R007209279    ,0,2186875,      , 
967596,0,"EVERYDAY QUICK STOP(MNM HOOVER,LLC)",2997 LORNA ROAD               ,HOOVER                        ,AL,35216,20,25721.08,11/18/2010,100,A,      ,0,      ,0,S320  ,10,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,421   ,30,      ,0,      ,0,      ,0,A28164,17 ,0,                  ,SLS-R008799206    ,0,8224538,      , 
967612,0,HERSHEY BIG 33 PROGRAM             ,                              ,                              ,  ,     ,60,0,11/18/2010,967612,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A00000,01 ,0,                  ,                  ,0,0,      , 
967638,0,TENTH AVENUE DELI                  ,4500 10TH AVE. NORTH          ,BIRMINGHAM                    ,AL,35212,20,15615.9,11/18/2010,967638,A,      ,0,S220  ,40,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,319   ,100,      ,0,      ,0,      ,0,      ,0,A28108,03 ,0,                  ,SLS-R009260875    ,0,5955337,      , 
967653,0,SPIRITS ON JACKSON #2070           ,315 JACKSON HWY               ,SHEFFIELD                     ,AL,35660,78,0,11/18/2010,967653,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A14215,03 ,0,                  ,                  ,0,3140549,      , 
967661,0,AVALON EXPRESS #1070 (OLD)         ,1207 E AVALON AVE             ,MUSCLE SHOALS                 ,AL,35661,78,0,11/18/2010,967661,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A14184,03 ,0,                  ,                  ,0,3832380,      , 
967687,0,HOOVER SHELL (EVA ENTERPRISE)      ,1639 MONTGOMERY HWY           ,HOOVER                        ,AL,35216,85,16522.7,11/18/2010,100,A,      ,0,S285  ,90,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,322   ,60,      ,0,      ,0,      ,0,      ,0,A28164,47 ,0,                  ,SLS-R007641271    ,0,4019503,      , 
967703,0,SOUTH PARK CONVENIENCE STORE       ,#2 SOUTH PARK ROAD            ,BIRMINGHAM                    ,AL,35211,20,0,11/18/2010,967703,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28108,03 ,2,                  ,3700-67478        ,0,9290091,      , 
967729,2758,FRED'S #2758                AA     ,16100 HWY 72                  ,ROGERSVILLE                   ,AL,35652,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A31298,03 ,0,                  ,                  ,0,2477607,ERF   ,Y
967737,1053,FRED'S #1053                AA     ,4111 MARTHA BERRY HWY NW      ,ROME                          ,GA,30165,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,32276             ,                  ,0,2326433,      ,Y
967745,3028,FRED'S #3028            UPS-CLOSED ,3550 S WASHINGTON AVE         ,TITUSVILLE                    ,FL,32780,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,FBR404,03 ,0,TOB 1505781       ,                  ,0,2688915,      ,Y
967752,3370,FRED'S #3370            UPS        ,605 N MAIN ST                 ,WRENS                         ,GA,30833,60,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,32278             ,                  ,0,5474050,      ,Y
967760,1610,FRED'S #1610                       ,6179 HWY 278 NE               ,COVINGTON                     ,GA,30014,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,32277             ,                  ,0,7883886,      ,Y
967778,2438,FRED'S #2438                       ,47950 US HWY 78               ,LINCOLN                       ,AL,35096,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A45206,03 ,0,                  ,                  ,0,7637776,ERF   ,Y
967794,0,MARKET PLACE CARNESVILLE #248      ,9205 LIVONIA ST               ,CARNESVILLE                   ,GA,30521,60,0,11/18/2010,967794,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,7953007,      , 
967836,293,ZIGGLY WIGGLY #293                 ,4025 LEXINGTON RD             ,ATHENS                        ,GA,30605,60,0,11/18/2010,400,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,6130094,      , 
967844,294,ZIGGLY WIGGLY #294                 ,1025 EAST SPRING ST           ,MONROE                        ,GA,30655,60,0,11/18/2010,400,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,2674214,      , 
967851,545,ZELLE FOODS #545                   ,484 NORTH AVE                 ,ATHENS                        ,GA,30601,60,0,11/18/2010,400,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,5484171,      , 
967877,0,RT 50 JET PEP #93-UMA              ,1325 NOCCALULA RD             ,GADSDEN                       ,AL,36207,50,0,11/18/2010,967877,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A22152,03 ,0,                  ,080019881         ,0,7418817,      , 
967927,1638,FRED'S #1638                       ,505A US HWY 80 W              ,DEMOPOLIS                     ,AL,36732,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A79132,03 ,0,                  ,                  ,0,2872080,ERF   ,Y
967968,0,BESSEMER CITGO - ESTHERS FOOD MART ,1729 15TH STREET NORTH        ,BESSEMER                      ,AL,35020,35,22288.38,11/18/2010,967968,A,      ,0,      ,0,      ,0,S435  ,70,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,519   ,50,      ,0,      ,0,A28111,E1+,0,                  ,SLS-R011194075    ,0,0,      , 
968008,0,HELLO MARKET - BESSEMER            ,2729 12TH AVE NORTH           ,BESSEMER                      ,AL,35020,35,17260.65,11/18/2010,968008,A,      ,0,      ,0,      ,0,S435  ,40,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,519   ,110,      ,0,      ,0,A28111,E2+,0,                  ,SLS-R000043185    ,0,4256990,      , 
968024,427,WELDON'S MARKET #427 (NO TOB)      ,42746 HWY 25/231              ,VINCENT                       ,AL,35178,78,0,11/18/2010,599,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A37288,03 ,0,                  ,                  ,0,6727458,      , 
968040,1643,FRED'S #1643                CLOSED ,3980 VETERAN MEMORIAL DR      ,ADAMSVILLE                    ,AL,35005,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28115,03 ,0,                  ,                  ,0,6741225,      ,Y
968065,0,RACEWAY #6820 - GARDENDALE         ,606 FIELDSTOWN RD             ,GARDENDALE                    ,AL,35071,35,0,11/18/2010,100,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A28150,01 ,0,                  ,SLSR007401434     ,0,4273585,      , 
968081,725,LIL' BURTON'S #725                 ,4755 HWY 179 SOUTH            ,AURORA                        ,AL,35956,78,29204.1,11/18/2010,500,A,      ,0,S278  ,725,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,278   ,725,      ,0,      ,0,578   ,725,      ,0,      ,0,A22000,03 ,0,                  ,SLS-R009756479    ,0,2819085,      , 
968099,708,7TH AVE MARKET #708                ,7010 7TH AVE                  ,ALTOONA                       ,AL,35952,78,0,11/18/2010,599,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A22113,03 ,0,                  ,                  ,0,3590420,      , 
968115,0,SHADES CREST SHELL - SJKZ LLC      ,3401 S SHADES CREST RD        ,HOOVER                        ,AL,35244,85,35958.66,11/18/2010,968115,A,      ,0,S285  ,47,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,322   ,45,      ,0,      ,0,      ,0,      ,0,A28164,E3 ,0,                  ,SLS-R010403100    ,0,9858600,      , 
968156,0,BRUMBY'S #740                      ,HIGHWAY 62                    ,LEARY                         ,GA,39862,78,0,11/18/2010,968156,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,7926152,      , 
968172,0,BRUMBY'S #741                      ,513 NORTH MAIN ST             ,DAWSON                        ,GA,39842,78,0,11/18/2010,968172,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,9954370,      , 
968198,495,THE MARKET #495                    ,1861 HWY 211 NE               ,WINDER                        ,GA,31008,78,39440.33,11/18/2010,500,A,S178  ,495,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,478   ,495,      ,0,      ,0,      ,0,G00000,03 ,0,0060873           ,                  ,0,7250688,      , 
968214,2908,FRED'S #2908                CLOSED ,3813 HWY 138 SE               ,STOCKBRIDGE                   ,GA,30281,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,32999             ,                  ,0,5064116,      ,Y
968222,1873,FRED'S #1873                       ,203 N MAIN ST                 ,GREENSBORO                    ,GA,30642,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,33319             ,                  ,0,4545969,      ,Y
968230,0,ZRED'S #2448            CLOSED     ,1532 A EATONTON RD            ,MADISON                       ,GA,30650,60,0,11/18/2010,968230,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,                  ,                  ,0,7520525,      , 
968248,1838,FRED'S #1838                       ,80 OAK ST                     ,HAMPTON                       ,GA,30228,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,33001             ,                  ,0,9468334,      ,Y
968255,3033,FRED'S #3033            CHGD FORMAT,327 CARROLLTON ST             ,TEMPLE                        ,GA,30179,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,33002             ,                  ,0,5629425,      ,Y
968271,0,RT 53 CAMDEN                       ,                              ,CAMDEN                        ,AL,35124,53,0,11/18/2010,968271,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A55000,03 ,0,                  ,                  ,0,6639019,      , 
968313,0,SUNOCO FORESTDALE BLVD             ,603 FORESTDALE BLVD           ,BIRMINGHAM                    ,AL,35214,63,17462.52,11/18/2010,100,A,      ,0,      ,0,S363  ,80,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,331   ,30,      ,0,      ,0,      ,0,      ,0,A28108,57 ,0,012181337         ,SLS-R012186573    ,0,7987074,      , 
968370,0,CHELSEA BALL PARK  <B KEEL>        ,177 GRAND SLAM DRIVE          ,CHELSEA                       ,AL,35043,5,0,11/18/2010,968370,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A37000,02 ,0,                  ,                  ,0,7556376,      , 
968396,0,D&D ONE STOP                       ,3045 US 31 N                  ,MARBURY                       ,AL,36051,80,47638.43,11/18/2010,968396,A,S180  ,90,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,221   ,30,      ,0,      ,0,      ,0,      ,0,      ,0,A00000,03 ,0,                  ,SLS-R010482321    ,0,7552582,      , 
968438,0,"BIG BOY CONVENIENCE STORE, LLC     ",2714 PEARSON AVE SW           ,BIRMINGHAM                    ,AL,35211,20,41274.75,11/18/2010,968438,A,S120  ,40,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,219   ,90,      ,0,      ,0,      ,0,      ,0,      ,0,A28108,E3+,0,                  ,SLS-R009236644    ,0,4519328,      , 
968495,0,RED ROCK #2-BESSEMER (CITGO)       ,831 4TH AVE N                 ,BESSEMER                      ,AL,35020,5,13536.46,11/18/2010,968495,A,S105  ,90,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,222   ,60,      ,0,      ,0,      ,0,      ,0,      ,0,A28111,E2 ,0,                  ,SLS-R008283525    ,0,4261010,      , 
968537,0,MF PELL LLC DBA PELL FOOD          ,5000 COGSWELL AVE             ,PELL CITY                     ,AL,35125,45,56783.62,11/18/2010,968537,A,      ,0,S245  ,30,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,324   ,10,      ,0,501   ,90,      ,0,      ,0,A61202,E2+,0,                  ,SLS-R010812218    ,0,8848896,      , 
968578,0,TOWN COUNTRY MARKETS-SRK PACKAGE   ,1550 KENT DAIRY RD            ,ALABASTER                     ,AL,35007,5,22611.93,11/18/2010,100,A,      ,0,      ,0,      ,0,S405  ,60,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,514   ,20,      ,0,      ,0,A37100,37 ,0,                  ,SLS-R010213255    ,0,6217829,      , 
968610,2128,FRED'S #2128                       ,718 ATHENS RD                 ,LEXINGTON                     ,GA,30648,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,33315             ,                  ,0,7433205,      ,Y
968636,0,PELHAM EXXON FOOD MART-FNALLC      ,1286 CO RD 52 E               ,PELHAM                        ,AL,35124,5,24169.86,11/18/2010,100,A,      ,0,      ,0,      ,0,S405  ,10,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,517   ,20,      ,0,      ,0,A37189,03 ,0,                  ,SLS-R006580877    ,0,6645604,      , 
968651,785,TENTH AVE DELI & MKT #785          ,1001 18TH ST                  ,MERIDIAN                      ,MS,39301,78,0,11/18/2010,599,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,M00000,03 ,0,                  ,                  ,0,4836242,      , 
968693,0,DELL'S GROCERY - PELL CITY         ,214 33RD STREET NORTH         ,PELL CITY                     ,AL,35125,45,0,11/18/2010,968693,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A61202,02 ,0,                  ,5904888           ,0,3389747,      , 
968719,0,ROGER'S QUICK STOP(KHUSHI LLC)     ,6784 OLD SPRINGVILLE RD       ,CLAY                          ,AL,35126,40,103388.68,11/18/2010,100,A,      ,0,S240  ,40,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,215   ,80,      ,0,416   ,80,      ,0,      ,0,      ,0,A28000,47 ,0,                  ,SLS-3700 65492    ,0,2158331,      , 
968735,3175,FRED'S #3175                       ,9574 HWY 18                   ,VERNON                        ,AL,35592,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A72286,03 ,0,                  ,                  ,0,6951011,ERF   ,Y
968768,116,FREEMAN'S DBA FOOD OUTLET #116     ,1120 WARM SPRINGS HWY         ,MANCHESTER                    ,GA,31816,78,0,11/18/2010,599,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,G00000,03 ,0,0056764           ,                  ,0,8468519,      , 
968826,1655,FRED'S #1655            CHGD FORMAT,14249 AL HWY 68 E             ,CROSSVILLE                    ,AL,35962,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A18301,03 ,0,                  ,                  ,0,5287800,      ,Y
968883,0,RT 05 RICK'S GENERAL STORE         ,PRICE QUOTE                   ,BLANK                         ,AL,35080,5,0,11/18/2010,968883,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A45000,03 ,0,                  ,                  ,0,6201673,      , 
968909,0,BESSEMER MARKET - DARTMOUTH        ,2931 DARTMOUTH AVENUE         ,BESSEMER                      ,AL,35060,30,16077.59,11/18/2010,968909,A,      ,0,      ,0,      ,0,S430  ,80,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,519   ,120,      ,0,      ,0,A28111,03 ,0,                  ,SLS-R007671419    ,0,4814523,      , 
968941,0,RITE AID-NO TAX-BASE=CAT 2&3       ,                              ,                              ,  ,35007,60,0,11/18/2010,968941,I,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,NO TAX,01 ,0,                  ,                  ,0,0,      , 
968990,0,RT 33 MS SPCL                      ,                              ,MS                            ,AL,35244,33,0,11/18/2010,968990,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,M00000,03 ,0,                  ,SLSR000820607     ,0,9875225,      , 
969014,1690,FRED'S #1690            CHGD FORMAT,2950 CLOVERDALE RD            ,FLORENCE                      ,AL,35633,63,0,11/18/2010,300,D,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A31144,03 ,0,                  ,                  ,0,7181522,      ,Y
969030,0,SUPER FOODS #311                   ,33165 HWY 43 NORTH            ,THOMASVILLE                   ,AL,36784,78,0,11/18/2010,969030,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A20232,03 ,0,                  ,                  ,0,6365415,      , 
969063,4372,CVS #4372             AB           ,4280 MITT LARY RD             ,NORTHPORT                     ,AL,35475,25,0,11/18/2010,700,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A50190,03 ,0,                  ,                  ,0,3390415,      , 
969089,0,RT 35 CLEVELAND CHEVRON            , 7620 HWY 69 NO               ,CLEVELAND                     ,AL,35049,35,0,11/18/2010,100,A,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,      ,0,A85117,03 ,0,                  ,                  ,0,2952385,      , 
